s#	sname	sex	bdate	height	dorm
08016479	楚马亚	女	2004-12-28	1.46	东13舍339
02016716	费义裕	男	2004-1-26	1.84	西17舍339
05074439	岑加颖	女	2002-11-7	1.42	北2舍234
08081306	诸葛梁	男	2004-5-23	1.9	东19舍712
09010871	柯成	男	2002-11-2	1.84	东24舍411
06067007	宣卡澜	女	2001-2-28	1.62	北18舍613
09073945	温航	男	2001-1-4	1.66	东7舍403
04056536	蔡力	男	2003-11-23	1.8	东21舍503
05052322	皇甫朋	男	2004-2-8	1.63	西20舍701
07033972	谷礼楠	男	2004-12-2	1.57	西13舍202
05021386	终柔	女	2000-3-15	1.7	南7舍932
05021041	薛勇	男	2000-5-27	1.54	南4舍815
