s#	sname	sex	bdate	height	dorm
05052334	空亓九鸣	男	2002-09-02 05:55:07	1.51	西2舍206
04073568	幸健	男	2003-05-28 20:50:46	1.68	南17舍729
08093929	木巫珠	女	2002-04-21 07:37:47	1.7	东25舍314
02083242	洪钰玉	女	2001-09-06 15:56:41	1.44	南10舍805
07085275	牧馨	女	2002-04-25 10:24:17	1.78	东10舍802
02067055	徐致	男	2000-09-25 22:54:10	1.97	东22舍412
08038960	甄中瑗	女	2000-02-27 17:34:49	1.64	北5舍638
05011271	督子无仪	女	2004-11-12 09:49:17	1.89	西1舍633
02064045	邹勤	女	2002-02-01 13:18:30	1.64	东6舍324
06002962	鲜于都萍	女	2002-12-21 21:40:50	1.7	西14舍528
06000065	南门伯	男	2000-05-18 05:34:31	1.94	北24舍207
02068681	汤群	男	2003-06-26 20:24:01	1.57	北20舍529
07080784	南宫电伟	男	2000-06-28 15:13:55	1.51	南11舍325
06036652	巴贝杰	男	2003-02-13 13:51:50	1.66	西3舍129
02084239	霍笑兰	女	2004-03-12 17:28:20	1.74	西3舍115
02045685	贾盛	男	2001-12-02 15:11:52	1.78	北21舍107
02016320	叶仁芸	女	2004-10-31 08:34:13	1.62	西14舍117
02045594	程智学	男	2000-08-04 03:21:36	1.94	东17舍419
07048104	司希	女	2001-05-05 13:48:48	1.65	北6舍735
05010371	步卿	女	2000-10-16 04:04:49	1.52	西25舍231
07095536	卢苑	女	2001-11-01 01:33:42	1.91	东12舍804
02069391	太叔都冠	男	2004-06-23 18:03:21	1.71	北21舍814
06063987	毕文	男	2003-10-06 15:40:12	1.83	北24舍422
04074196	安思	女	2003-07-31 16:37:48	1.53	北7舍209
09059518	戈影	女	2001-05-18 21:31:00	1.83	北21舍321
05072177	程荔	女	2002-10-17 09:50:10	1.6	西15舍428
08063217	薛佳	女	2002-04-01 22:44:56	1.47	北12舍417
05004247	钟凯姣	女	2004-11-01 02:40:24	1.81	北5舍421
07078372	邵钰榕	男	2002-12-04 12:32:22	1.5	东24舍518
09000660	人东美	女	2003-10-03 07:43:56	1.9	东4舍339
06013393	贝蕊	女	2002-12-20 13:30:54	1.96	南15舍932
08021684	诸震	男	2002-09-04 18:45:32	1.65	东22舍813
07045069	邱娟	女	2001-02-21 00:19:08	1.67	西11舍633
04037799	麻易韵	女	2004-01-30 05:08:58	1.57	北6舍308
08047546	滑义瑾	女	2001-02-21 02:12:33	1.41	南25舍435
07041504	黎卡春	女	2003-04-29 03:45:55	1.56	东16舍737
05096304	湛马生	男	2002-10-25 10:01:02	1.73	东17舍629
09054376	邴娜	女	2002-11-21 11:41:32	1.89	东7舍208
09029396	幸震	男	2004-04-16 16:42:41	1.59	南4舍827
05027613	束筠	女	2000-07-02 15:24:30	1.93	西21舍128
08053133	晏昭	女	2002-07-18 19:09:52	1.49	北9舍301
08006676	乌义飘	女	2002-10-27 21:43:55	1.94	东11舍501
04026227	陈邦	男	2000-10-05 13:55:27	1.57	北21舍934
06098733	魏辉	男	2000-08-11 00:30:20	1.83	南13舍937
06073268	桂义厚	男	2000-04-27 17:58:42	1.76	西13舍315
09039240	莘孝芸	女	2004-08-08 06:19:49	1.43	西22舍723
06084865	黄九冠	男	2003-12-18 05:35:53	1.49	西15舍732
04007391	都加凡	女	2002-08-30 04:30:24	1.66	北17舍136
04022834	庞秋	女	2002-03-23 02:56:53	1.85	北9舍624
04090313	茹亮	男	2000-01-13 02:10:04	1.85	南6舍218
05042706	叶被栋	男	2004-06-07 06:49:01	1.84	东25舍235
06017830	滑歌俊	男	2004-10-07 23:40:56	1.62	西15舍839
05008844	韩义伟	男	2002-07-17 11:40:00	1.65	西22舍402
09002508	安时	男	2002-07-07 16:18:33	1.52	北5舍938
07006990	龚贵	男	2002-09-04 12:52:28	1.7	北1舍514
06058670	乔承	男	2002-07-17 22:55:41	1.86	东23舍916
06021519	弓孝树	男	2000-06-27 16:23:52	1.68	东5舍217
02069732	单忠朋	男	2004-04-29 19:06:00	1.99	东22舍936
04086163	姚思	男	2002-01-05 14:05:04	1.68	北25舍416
05027064	钟歌怡	女	2000-04-17 21:49:25	1.7	西25舍518
09074391	马玉安	男	2002-03-13 07:30:08	1.55	东2舍911
09017927	单策	男	2001-09-09 12:12:51	1.79	西15舍724
07072933	臧瑶	女	2003-05-18 18:25:10	1.89	西21舍501
07096722	红无萍	女	2000-09-18 10:02:47	1.64	北3舍809
04099632	魏枫	女	2002-08-06 02:59:21	1.92	南17舍617
07017312	吕笑娟	女	2000-11-30 20:30:42	1.58	东9舍626
08031293	芮东	男	2000-02-09 14:27:27	1.97	北16舍404
02034279	邴瑾	女	2003-03-25 01:28:53	2.0	南21舍531
08086560	莫加全	男	2001-06-23 09:51:22	1.78	东10舍734
09065697	漆雕信瑗	女	2000-03-18 23:15:07	1.92	南13舍811
04072513	祖军	男	2003-08-22 11:19:26	1.57	北14舍323
09018650	陶亨	男	2001-10-02 08:10:48	1.67	南13舍624
02090876	景好璐	女	2002-03-07 05:29:15	1.96	东2舍638
08047080	红歌惠	女	2000-08-25 08:36:19	1.8	南1舍604
04014747	单于笑伊	女	2001-03-29 01:30:53	1.94	东5舍437
05036909	袁英	女	2001-10-06 19:50:52	1.8	西19舍919
08081674	封器波	男	2002-01-07 00:18:01	1.89	西7舍828
02034052	纪忠叶	女	2003-12-19 23:48:34	1.49	南8舍929
07059027	尤友豪	男	2001-03-22 07:36:52	1.44	西9舍405
04016074	乐红	女	2003-06-03 22:53:26	1.76	东7舍532
07066453	牧心	男	2000-10-14 13:22:42	1.71	南13舍939
09024514	孟和	男	2003-11-15 14:08:24	1.46	西21舍217
05073965	云爱	女	2000-05-26 09:45:33	1.7	东2舍927
07049151	鱼被顺	男	2004-03-16 12:04:43	1.74	西4舍115
09081337	山仁河	男	2001-03-20 15:42:31	1.73	东25舍505
08084387	伊上美	女	2000-09-05 13:13:42	1.79	南8舍419
06027335	边义咏	女	2003-09-13 07:46:25	2.0	北9舍807
07045439	赵娟	女	2001-06-24 05:49:39	1.69	北5舍817
09021532	倪好秋	女	2002-10-16 18:52:40	1.66	西14舍522
08076608	康锦	女	2004-07-23 06:00:25	1.65	南22舍405
05007469	万俟元	男	2004-05-30 04:57:36	1.78	南8舍638
06098116	云克	男	2000-06-07 05:42:37	1.85	东5舍105
09048290	米仁希	女	2003-06-28 07:40:03	1.91	南9舍832
05093711	芮笑腾	男	2002-08-31 00:21:38	1.62	南23舍117
09098775	木巫娴	女	2000-08-11 08:25:59	1.59	北2舍916
05039944	荀静	女	2004-07-07 18:38:51	1.47	北11舍725
07067797	茹韵	女	2000-08-11 07:41:26	1.41	南22舍822
05032603	孙策	男	2004-08-20 22:59:08	1.92	北17舍527
09014163	富孝思	女	2000-04-30 10:56:38	1.77	北18舍729
05058456	闫梁	男	2000-07-07 14:42:47	1.97	北22舍131
07056996	昌嘉	女	2001-08-14 15:57:07	1.84	西21舍917
04057628	汪金莎	女	2003-01-17 04:28:17	1.51	北8舍832
07033453	甄薇	女	2004-03-08 20:30:21	1.71	东21舍605
09098292	寇仉雄	男	2002-03-16 12:35:43	1.86	西2舍101
02063218	莘秀	女	2004-01-02 00:31:27	1.82	西22舍517
05066621	邓娟	女	2003-04-10 13:52:12	1.97	西24舍816
09049106	江卡枝	女	2002-09-18 15:34:14	1.74	南5舍224
02077619	孙端娣	女	2004-03-16 03:11:43	1.53	东23舍423
07087857	祖被航	男	2003-09-09 16:06:18	1.68	西24舍236
04060779	洪钰裕	男	2002-05-29 14:24:42	1.92	北10舍812
06051636	储琛	男	2004-08-06 18:19:31	1.66	北21舍112
02015404	燕都韵	女	2003-12-03 04:25:31	1.82	东15舍909
08034110	姜忠乐	男	2001-08-13 14:17:23	1.47	东10舍734
04032277	陈上蓓	女	2002-05-23 22:32:23	1.64	西3舍304
02023676	罗学	男	2000-07-14 14:22:55	1.61	西6舍335
09064145	牛好璧	女	2002-12-27 09:43:35	1.89	东2舍335
09017870	喻加厚	男	2002-08-22 09:09:26	1.48	西6舍624
08075163	尤林	男	2001-03-09 06:43:23	1.63	北5舍921
09092954	姜金振	男	2003-03-05 00:46:40	1.45	北1舍416
02038363	毕贝冠	男	2000-01-30 08:33:40	1.77	西9舍338
06007306	殷玉榕	男	2001-06-08 07:58:08	1.77	东16舍337
04004223	丁好力	男	2002-02-05 18:22:54	1.83	北16舍915
09030689	林信雅	女	2004-04-07 04:43:51	1.62	北18舍121
06068177	官欧珊	女	2002-09-04 11:54:59	1.41	南17舍433
08066611	景士	男	2004-07-28 20:09:27	1.89	南6舍638
08026215	古被世	男	2003-02-16 21:36:52	1.58	西2舍426
02074403	杭保	男	2000-02-13 20:05:12	1.57	北19舍226
06018140	公良孝叶	女	2002-12-15 21:47:40	1.93	西22舍915
09015748	薛钰梦	女	2000-01-21 17:17:05	1.48	南21舍425
06062507	封智清	男	2001-07-30 16:33:51	1.85	南3舍107
06059671	叔申贝政	男	2003-11-04 13:09:41	1.83	东1舍607
02044902	牧忠谦	男	2003-05-29 00:24:27	1.44	西21舍123
02093789	曹歌寒	女	2001-06-05 03:15:50	1.42	西17舍235
06082519	包笑颖	女	2004-02-06 01:15:22	1.83	东24舍728
08054857	宗被叶	女	2004-02-29 23:41:21	1.56	西12舍129
07088238	仇新	男	2002-02-13 11:15:45	1.47	北22舍908
08022919	水滢	女	2004-01-28 19:19:54	1.64	东2舍103
06014877	羊澹中妹	女	2000-03-23 02:17:56	1.69	西1舍238
04084225	苍咏	女	2001-11-22 12:34:24	1.52	北23舍925
09063528	尹都策	男	2001-06-23 22:25:07	1.85	西3舍912
02009834	单全	男	2004-11-24 04:23:51	1.46	西5舍607
09080932	徒司玉维	男	2002-10-07 12:26:08	2.0	北3舍137
09011919	项勇	男	2001-12-31 10:17:54	1.7	东14舍522
04090804	董眉	女	2003-03-31 09:22:22	1.85	北1舍109
05084584	熊义瑶	女	2002-08-14 09:55:58	1.57	西18舍204
05020016	杭珊	女	2003-12-24 08:29:21	1.44	东24舍131
09079533	时无言	男	2002-03-14 04:26:25	1.99	南10舍213
09072065	董信宜	女	2004-08-18 16:15:47	1.58	东20舍733
09082266	闻韵	女	2004-07-05 19:13:34	1.89	南13舍416
08019472	隗礼富	男	2004-01-16 18:11:08	1.44	东22舍333
04085482	闻婕	女	2000-03-30 11:54:38	1.44	北13舍433
08037526	严伟	男	2001-10-30 02:14:36	1.65	北21舍217
08010207	于钰振	男	2004-12-21 17:40:39	1.56	北25舍614
05003052	寿好云	女	2001-01-10 07:39:42	1.43	东9舍122
09038032	单纨	女	2002-07-10 23:56:11	1.96	东1舍625
06090996	宫江	男	2002-07-06 14:22:33	1.88	西23舍802
04094008	申屠忠茂	男	2001-08-01 07:37:49	1.97	北23舍239
02055457	魏电建	男	2004-05-16 16:32:11	1.77	北24舍639
06084312	叶仁风	男	2000-10-04 11:39:58	1.41	南3舍318
09086088	符亚	女	2004-05-16 03:46:04	1.8	南23舍615
09065780	父谷建	男	2000-04-18 09:37:50	1.65	北25舍709
09050695	司上贵	男	2003-02-11 01:16:49	1.92	东9舍613
05098354	韶器策	男	2004-10-06 07:28:17	1.58	西25舍516
04070833	拓跋信黛	女	2000-10-21 03:38:50	1.64	东22舍413
04001060	颜国	男	2000-08-07 09:52:24	1.93	西21舍602
06043421	伍信晨	男	2002-12-14 08:54:21	1.61	北15舍606
02048417	令狐礼秋	女	2004-07-24 17:50:23	1.6	南13舍528
09069095	洪无启	男	2001-07-06 00:05:10	1.95	西8舍325
07059276	舒中刚	男	2004-06-18 02:48:23	1.43	南13舍304
04082766	苍仁天	男	2001-05-19 14:16:10	1.85	北22舍939
08096121	温致	男	2000-10-06 09:34:18	1.71	东18舍329
02058761	卜秀	女	2003-02-19 07:37:15	1.51	西22舍504
08010826	姜无行	男	2002-10-28 19:34:50	1.66	南19舍738
09088282	钱礼泰	男	2003-02-09 22:14:54	1.48	西3舍511
07043835	谢琳	女	2003-02-09 17:03:41	1.97	南19舍135
07067077	邢澜	女	2000-10-23 01:17:01	1.77	西20舍317
07051889	卜笑邦	男	2003-03-26 02:47:21	1.55	东3舍302
05013067	司徒贝卿	女	2003-02-22 13:23:13	1.47	西12舍937
02036094	季瑞	女	2003-10-02 15:00:22	1.82	西3舍837
09074379	卫器冰	女	2002-12-16 23:54:18	1.98	南9舍827
06095078	公有	男	2000-07-29 15:16:17	1.73	东3舍931
05005509	苗钰兴	男	2000-01-03 14:07:10	1.6	南15舍307
07032933	邓岚	女	2004-06-23 15:00:04	1.9	北6舍435
09077477	农玉蕊	女	2000-04-22 21:45:03	1.9	东1舍727
09085441	诸凡	女	2003-01-13 04:57:17	1.84	东9舍934
02086754	于黛	女	2004-12-26 11:45:21	1.44	南14舍938
02013714	张振	男	2004-12-17 07:50:41	1.87	西22舍419
02073546	冉凯霄	女	2002-06-25 18:22:19	1.86	东8舍823
07062133	孙端荔	女	2001-08-16 23:59:07	1.95	北18舍109
08035952	燕菲	女	2003-07-29 23:57:54	1.43	西7舍826
06005151	奚贝寒	女	2002-11-28 13:31:32	1.93	北15舍713
04084715	花歌山	男	2003-06-11 00:47:27	1.75	东9舍211
06015300	马华	女	2002-11-11 14:01:48	1.78	东20舍127
08025197	左加杰	男	2001-03-04 19:57:02	1.55	东19舍213
08085163	屠公仁聪	女	2004-02-17 12:19:43	1.97	西20舍511
08044449	韦贵	男	2002-02-28 19:13:15	1.95	西3舍817
07081456	弓欢	女	2004-08-29 09:28:58	1.48	西16舍318
02050093	左楠	男	2001-04-10 00:44:58	1.93	东10舍407
02070462	车智艳	女	2002-07-01 09:01:28	1.59	北17舍836
04089302	盖被佳	女	2002-07-19 11:42:09	1.88	东17舍431
05083201	汤家	男	2000-05-15 13:16:00	1.59	南11舍107
08006452	文智庆	男	2004-02-08 07:05:30	1.99	北20舍718
06043680	闻月	女	2000-01-09 09:57:24	1.66	南18舍605
07073863	良拓钰义	男	2002-11-05 06:15:51	1.72	北10舍835
05036201	乌钧	男	2004-03-21 12:24:21	1.61	北17舍215
05042610	滕马霭	女	2002-02-27 11:50:48	1.88	西1舍511
08061131	韶玉新	男	2002-12-27 20:03:58	1.64	南12舍138
05040207	奚都亨	男	2002-04-04 03:32:36	1.78	南22舍917
02055814	轩辕礼园	女	2001-04-12 03:35:33	1.45	南3舍601
05047705	麻芬	女	2002-07-20 14:30:48	1.7	西1舍127
06071397	甄都雄	男	2004-10-02 05:00:22	1.52	西20舍739
02068697	钱金璐	女	2001-12-21 04:04:53	1.71	北23舍932
06032717	成卡倩	女	2004-12-14 10:39:51	1.55	南10舍816
09061527	武马龙	男	2003-04-11 11:25:31	1.85	南14舍124
09078871	黎好巧	女	2000-08-28 04:14:09	1.56	东12舍803
06075409	洪孝爱	女	2000-11-01 17:42:46	1.84	西25舍821
05028229	关无兴	男	2001-09-28 15:47:54	1.95	南10舍919
09095226	褚民	男	2003-08-17 05:10:03	1.94	南1舍717
08097936	邹天	男	2001-01-11 07:37:09	1.67	北15舍433
09001657	冶宗马黛	女	2004-11-13 22:46:34	1.42	西19舍109
08011790	温都亨	男	2001-04-23 05:17:38	1.65	西19舍132
02056039	乐正婕	女	2001-09-07 19:29:10	1.52	北1舍515
06000876	水龙	男	2001-04-05 08:51:06	1.68	南25舍914
09095723	冯中俊	男	2004-05-13 18:23:24	1.53	北10舍916
04033667	明妍	女	2003-10-18 00:18:46	1.99	东5舍316
04044150	项礼贞	女	2003-11-20 15:23:01	1.54	东15舍319
04008869	云波	男	2004-05-18 23:59:05	1.52	东16舍615
07066945	舒易星	男	2004-02-19 11:44:47	1.43	南24舍615
08022503	邢卡雪	女	2004-12-26 03:54:54	1.55	南3舍135
06067113	魏卡珍	女	2000-04-17 10:16:24	1.43	西15舍532
04072623	龚友言	男	2000-12-10 23:02:42	1.52	西1舍513
08070174	都中琰	女	2001-12-22 16:12:39	1.67	南22舍137
04064511	闾丘好娴	女	2001-08-30 00:32:51	1.76	南25舍633
04011833	羊被旭	男	2003-10-09 22:55:24	1.72	东18舍337
06029738	万俟希	女	2003-09-06 06:08:26	1.73	北7舍317
04036913	左器学	男	2003-08-06 18:08:09	1.7	北20舍834
05083227	史舒	女	2000-09-14 21:54:06	1.62	南5舍212
07067492	柯纨	女	2002-04-16 19:32:26	1.43	南11舍139
07068542	卫雪	女	2000-02-12 21:08:45	1.84	东19舍502
05022411	卜欢	女	2004-08-21 00:23:35	1.55	南6舍712
06095792	田鹏	男	2001-05-16 22:36:14	1.44	南18舍315
04085407	卫才	男	2004-08-29 04:28:11	1.9	南25舍735
08051697	赵友丽	女	2001-12-31 03:55:17	1.72	北13舍433
09049141	桂智先	男	2002-11-27 13:52:38	1.81	南20舍622
04064506	贺昌	男	2000-05-30 18:43:01	1.79	北25舍332
06015031	弓厚	男	2002-02-03 23:41:02	1.84	东22舍333
08093455	晋钰全	男	2000-12-11 18:59:23	1.49	南5舍314
05042602	居无宁	男	2004-04-18 08:00:51	1.6	南7舍536
05031321	齐智香	女	2002-07-28 07:47:22	1.57	西11舍217
04092800	林好晓	女	2001-07-12 02:22:28	1.97	东1舍231
04064471	汪无诚	男	2002-08-26 18:40:24	1.73	南25舍116
08065539	羊中怡	女	2003-12-09 21:07:41	1.46	西15舍938
06072447	宋友巧	女	2003-06-30 02:27:35	1.66	东24舍228
05025800	人东香	女	2000-08-21 03:11:15	1.99	东25舍704
08060970	耿电香	女	2004-10-31 09:03:57	1.8	南9舍324
02051512	弘松	男	2002-10-25 16:44:30	1.73	西8舍311
02037150	官司贝娅	女	2002-11-11 20:43:36	1.41	北23舍808
04051146	霍庆	男	2004-11-11 06:06:09	1.41	东2舍411
05029121	霍雅	女	2001-04-21 05:52:09	1.59	东1舍206
06034660	邢信辉	男	2001-02-18 11:16:07	1.67	南14舍126
05014531	项有	男	2002-05-17 17:43:04	1.83	东5舍534
08082229	谷歌融	女	2004-07-05 07:53:49	1.91	北2舍123
05027723	邱金风	男	2002-11-03 03:20:27	1.84	东24舍428
02042408	邢忠兴	男	2001-04-25 08:36:08	1.5	北14舍506
04063141	应器艳	女	2000-05-15 10:18:25	1.5	南22舍327
05032676	崔中婵	女	2002-08-14 21:28:30	1.43	西23舍205
04058258	杭榕	男	2004-10-06 11:31:49	1.59	西25舍524
02014550	强智美	女	2000-03-11 07:56:06	1.53	北21舍122
09024102	岑勇	男	2000-02-02 08:31:27	1.47	东25舍201
09054741	史玉凤	女	2002-11-08 18:34:51	1.71	北11舍834
02099894	傅强	男	2002-04-26 21:00:37	1.43	北25舍629
09033833	景奇	男	2004-10-22 00:12:15	1.63	南23舍803
07019956	吴琰	女	2002-06-28 14:46:36	1.83	东17舍708
05061664	殴林	男	2002-05-20 04:03:29	1.88	南6舍234
05008326	崔好霞	女	2004-01-04 12:14:35	1.4	北6舍134
08052072	胡义馥	女	2000-05-13 15:48:00	1.57	西11舍412
04002953	邢敬	男	2004-06-17 13:44:08	1.47	北1舍106
06086502	麻明	男	2002-01-15 20:00:06	1.63	南13舍638
09037028	江好菲	女	2004-04-28 04:34:26	1.45	南18舍618
09029569	鲍都行	男	2003-10-24 06:15:53	1.41	西13舍911
06067742	闻锦	女	2002-11-18 20:12:56	1.98	东15舍132
06084263	何好武	男	2003-08-08 06:35:15	1.65	西3舍307
08041234	左歌佳	女	2004-06-27 23:34:20	1.44	东11舍709
04057482	霍苑	女	2002-01-18 06:58:21	1.56	南7舍233
04064610	瞿岩	男	2002-09-25 14:56:38	1.9	北7舍502
05023293	明利	男	2002-07-04 09:48:33	1.73	南16舍838
06024268	殴仁莲	女	2002-11-13 21:41:57	1.98	南23舍614
06009863	羊笑雅	女	2004-06-02 07:17:17	1.43	西9舍409
04003737	凤泰	男	2003-03-13 17:18:46	1.43	南20舍624
04062038	满歌松	男	2002-10-28 09:31:15	1.44	北15舍529
07065110	富都哲	男	2001-01-27 17:28:12	1.61	西8舍109
02013271	罗进	男	2002-03-14 04:34:12	1.59	东7舍239
09064072	邵电澜	女	2000-12-13 07:34:44	1.77	北17舍417
08052733	晏中娟	女	2002-09-19 05:49:37	1.77	西1舍208
05053846	罗易育	女	2003-05-11 13:22:41	1.79	北2舍308
09060383	胡岩	男	2001-04-10 10:01:19	1.63	南1舍439
06036860	通芝	女	2000-02-22 15:41:35	1.55	南11舍823
05098603	喻玉亨	男	2001-01-14 08:07:29	1.48	北24舍205
06031320	贾珍	女	2002-03-15 18:02:38	1.83	南2舍206
07034780	衡仁树	男	2002-08-28 12:51:56	1.53	南16舍206
07036866	周仁婉	女	2003-03-29 06:51:48	1.77	东2舍419
09066756	侯忠华	女	2003-09-16 10:36:58	1.98	东24舍107
05087855	鲍加泰	男	2003-12-21 19:18:40	1.91	西20舍829
04005723	弓电广	男	2004-01-19 18:11:37	1.41	东13舍911
06070574	陈德	男	2004-08-06 22:51:53	1.47	西4舍214
08080419	邱莎	女	2001-01-28 01:24:24	1.41	北1舍711
08047456	贺乐	男	2001-12-21 22:58:11	1.98	南7舍807
06020465	宁文	男	2002-10-23 06:00:54	1.88	西12舍714
09053457	陶世	男	2001-03-16 23:02:16	1.93	东5舍436
02028814	杨好丹	女	2004-02-19 09:10:57	1.6	南6舍534
04065387	吕萍	女	2002-04-03 19:48:27	1.86	北2舍101
02062593	殴融	女	2001-07-20 22:35:06	1.59	南9舍232
05090503	童贝芝	女	2004-10-11 07:50:01	1.99	北25舍303
02077086	葛义天	男	2001-07-23 01:23:29	1.71	南25舍623
09065061	米诚	男	2000-07-16 16:08:08	1.91	东11舍229
04032560	熊义	男	2001-06-30 21:53:16	1.99	南2舍826
05076252	隗凯奇	男	2002-03-17 12:18:04	1.45	东12舍205
08018902	康全	男	2001-12-26 21:58:32	1.64	南11舍403
07014929	谷璧	女	2004-01-30 19:10:45	1.5	北3舍615
08085938	曹全	男	2000-12-06 13:24:10	1.68	东9舍313
08094997	关祥	男	2003-05-05 09:43:39	1.5	北8舍438
09066671	邢建	男	2003-05-03 07:12:25	1.56	西5舍737
09019332	任中波	男	2002-10-16 03:58:28	1.5	西11舍639
02094305	濮阳梅	女	2002-07-05 15:33:00	1.67	南24舍805
05021128	缪马菁	女	2002-03-14 23:09:42	1.71	东22舍539
02075047	于太芸	女	2002-03-06 10:38:55	1.46	南16舍624
05084884	仲孙育	女	2003-02-25 07:58:53	1.95	北13舍206
04088147	闫荔	女	2001-08-29 03:42:37	1.4	东1舍313
04025474	戚瑾	女	2001-09-28 17:36:54	1.74	南21舍724
07066219	秦被若	男	2002-01-24 19:13:08	1.93	南7舍439
02013889	常欣	女	2001-03-04 09:33:04	1.63	南1舍932
05001972	游电文	男	2000-07-24 19:40:41	1.88	东7舍429
06074396	毛忠姬	女	2000-04-14 13:28:47	1.99	西17舍422
02095853	罗上伯	男	2002-12-27 04:02:52	1.76	东13舍935
02071899	焦易盛	男	2002-11-18 07:20:52	2.0	西6舍502
04085323	邬丽	女	2000-04-26 14:51:48	1.66	北7舍637
09069052	楚贝胜	男	2001-04-19 14:45:49	1.45	南1舍435
05017794	西漆功	男	2002-10-11 04:17:18	1.65	西17舍629
05055920	钟腾	男	2004-06-06 01:12:52	1.41	东11舍414
09074945	苍娴	女	2001-12-05 15:55:13	1.92	南16舍819
02088381	仉督娜	女	2001-01-18 01:15:52	1.54	西18舍908
05058162	屈马亮	男	2002-12-23 01:55:24	1.55	南21舍229
06052361	凤电红	女	2001-09-01 05:12:10	1.82	西25舍315
06076858	盖仁群	男	2001-08-01 10:10:42	1.41	东2舍735
07086318	许电宁	女	2004-09-28 09:34:11	1.54	北13舍812
08026202	何家	男	2003-06-05 18:44:48	1.88	南14舍821
06081562	幸舒	女	2000-07-14 15:17:00	1.93	南19舍401
02059210	万贝珊	女	2000-02-16 16:52:07	1.78	西18舍736
09079191	家孝香	女	2000-02-26 15:36:43	1.76	西7舍123
08041452	国玉俊	男	2002-03-03 05:54:36	1.73	西7舍406
02080427	逄之	男	2000-05-26 14:07:18	1.81	西6舍233
02005543	束瑞	女	2001-12-31 09:37:05	1.84	南16舍107
02068758	欧阳娣	女	2003-04-30 06:12:04	1.54	西19舍202
02078744	门西友广	男	2004-05-29 20:01:07	1.42	北15舍928
05009740	成婷	女	2000-04-02 22:28:08	1.93	南17舍917
09047105	米易腾	男	2004-10-26 08:36:23	1.75	南3舍901
06067475	尹琴	女	2003-06-06 10:09:22	1.47	南16舍205
06041373	卜嘉	女	2004-11-05 05:58:28	1.46	西2舍506
05008222	丁晶	女	2004-10-06 05:11:58	1.52	西14舍732
04060661	淳于马苑	女	2001-06-02 03:52:37	1.76	东12舍815
06070824	甫尉都融	女	2001-01-08 06:05:41	1.93	北18舍603
06045903	戈丹	女	2002-07-20 23:42:23	1.68	西24舍918
05012653	金无菲	女	2000-01-06 22:47:51	1.49	东17舍126
09075338	穆金锦	女	2004-06-10 15:30:05	1.63	西13舍515
08026363	柯颖	女	2001-09-20 14:14:15	1.51	东24舍729
04018853	农信豪	男	2000-02-07 08:37:26	1.97	北17舍925
05005881	封咏	女	2004-03-16 06:40:01	1.48	北9舍223
02071388	车林	男	2003-02-10 04:11:19	1.66	北4舍735
09060977	伍黛	女	2002-10-31 06:26:39	1.54	西15舍327
02081103	瞿马蓓	女	2002-06-08 23:38:25	1.66	东15舍511
05098285	何馥	女	2002-08-25 18:21:36	1.77	东9舍504
07019065	汪电时	男	2001-05-26 10:07:40	1.75	东21舍939
07021210	尹卡腾	男	2001-04-25 00:00:31	1.78	西17舍228
07074164	成保	男	2003-03-06 08:34:22	1.8	西24舍428
09037974	卞文	男	2000-10-14 20:34:03	1.47	南14舍136
05073146	冉富	男	2000-04-20 14:39:36	1.75	东2舍104
07046984	叶好慧	女	2003-10-20 07:12:25	1.45	东24舍404
07037500	郎忠泽	男	2003-12-28 06:51:13	1.69	北14舍731
02072974	山寒	女	2003-08-18 13:07:05	1.71	西2舍826
04017782	雷电蓓	女	2002-04-22 08:35:08	1.77	北24舍633
07029748	裴好琦	女	2002-05-13 13:28:32	1.64	南17舍834
07030947	汪器静	女	2004-11-04 03:55:41	1.52	北24舍735
06066851	常海	男	2003-07-25 12:48:36	1.42	东25舍628
08097337	姜丽	女	2004-10-30 03:51:05	1.94	西4舍219
09031018	耿礼世	男	2003-03-11 03:48:28	1.73	东23舍708
07020154	劳歌娣	女	2003-05-29 01:46:25	1.51	东3舍316
07033322	康慧	女	2000-01-19 21:21:14	1.87	东10舍713
08057482	毛燕	女	2000-09-17 20:09:01	1.49	南23舍633
05031166	穆倩	女	2002-09-21 19:33:23	1.82	西15舍729
07023294	于闾马岚	女	2004-10-28 10:12:33	1.47	西23舍537
02072489	孙轩智枝	女	2002-10-20 07:39:37	1.46	东5舍719
04021020	茹伟	男	2002-11-03 20:15:05	1.42	北21舍626
02087928	崔加素	女	2003-11-10 15:51:45	1.95	西1舍505
06071430	赵信咏	女	2000-12-20 19:38:39	1.45	北7舍519
09083758	严加建	男	2002-12-23 11:06:34	1.64	西9舍431
06019424	龚信芳	女	2003-03-09 02:09:52	1.64	西24舍406
02004267	高泰	男	2000-11-02 06:46:53	1.86	西13舍626
05047930	逄晨	男	2000-12-08 03:12:10	1.57	西4舍805
08080549	令狐行	男	2004-10-30 02:41:56	1.74	西20舍114
07069732	祖发	男	2000-09-03 23:09:50	1.46	南9舍727
04063798	古乐	男	2002-04-13 21:33:52	1.9	南20舍936
09041571	弘彩	女	2002-11-26 15:52:29	1.5	西15舍113
02024335	常金媛	女	2003-08-03 17:37:12	1.73	西11舍105
06068167	焦友维	男	2004-11-18 02:40:53	1.95	西2舍331
08012740	司忠桂	女	2001-04-21 05:04:02	1.77	南8舍824
04006217	罗无行	男	2001-09-07 02:53:11	1.56	东5舍727
05063057	崔亚	女	2004-03-09 04:25:57	1.95	西16舍804
